Gmt time,Open,High,Low,Close,Volume
22.08.2024 00:00:00.000,2512.635,2513.415,2511.295,2511.368,353090.0033
22.08.2024 00:15:00.000,2511.368,2512.568,2511.018,2511.855,235979.99999999997
22.08.2024 00:30:00.000,2511.865,2513.575,2511.155,2513.355,192330.00470000002
22.08.2024 00:45:00.000,2513.355,2514.545,2512.845,2513.585,192240.00060000003
22.08.2024 01:00:00.000,2513.548,2513.918,2510.395,2511.235,784109.9939999998
22.08.2024 01:15:00.000,2511.295,2512.925,2511.165,2512.505,341070.00000000006
22.08.2024 01:30:00.000,2512.515,2512.745,2508.145,2508.735,567399.9999999999
22.08.2024 01:45:00.000,2508.735,2509.488,2506.915,2507.475,430710.0084
22.08.2024 02:00:00.000,2507.465,2508.515,2506.065,2506.875,801829.9948
22.08.2024 02:15:00.000,2506.925,2506.965,2502.355,2503.115,746699.9981000001
22.08.2024 02:30:00.000,2503.125,2504.815,2500.155,2501.108,1435969.9784999997
22.08.2024 02:45:00.000,2501.078,2502.308,2499.815,2502.158,818199.9975000002
22.08.2024 03:00:00.000,2502.158,2503.495,2501.048,2502.204,371329.9969
22.08.2024 03:15:00.000,2502.215,2502.865,2500.994,2502.645,357480.00259999995
22.08.2024 03:30:00.000,2502.665,2504.605,2502.255,2502.695,501049.9971
22.08.2024 03:45:00.000,2502.625,2503.148,2501.328,2502.268,467309.99929999997
22.08.2024 04:00:00.000,2502.205,2502.288,2500.215,2500.255,229500.00050000002
22.08.2024 04:15:00.000,2500.245,2501.025,2500.128,2500.485,220229.99920000002
22.08.2024 04:30:00.000,2500.465,2501.955,2499.204,2501.805,357680.00320000004
22.08.2024 04:45:00.000,2501.785,2502.205,2500.805,2501.795,144969.99829999998
22.08.2024 05:00:00.000,2501.795,2502.555,2500.555,2502.435,250919.9994
22.08.2024 05:15:00.000,2502.435,2503.475,2502.195,2503.235,194099.9975
22.08.2024 05:30:00.000,2503.275,2503.685,2500.695,2501.815,544779.9973
22.08.2024 05:45:00.000,2501.775,2506.185,2500.995,2505.405,454520.002
22.08.2024 06:00:00.000,2505.405,2507.108,2504.355,2507.108,972270.0101
22.08.2024 06:15:00.000,2507.095,2510.445,2506.325,2510.335,549480.0005999999
22.08.2024 06:30:00.000,2510.335,2510.485,2503.415,2505.495,1306239.9886
22.08.2024 06:45:00.000,2505.495,2508.765,2505.295,2507.358,1396230.0009
22.08.2024 07:00:00.000,2507.355,2509.335,2506.465,2508.445,435800.0020000001
22.08.2024 07:15:00.000,2508.474,2509.035,2504.325,2505.855,467230.00549999997
22.08.2024 07:30:00.000,2505.795,2508.275,2505.455,2507.394,726110.0058
22.08.2024 07:45:00.000,2507.358,2509.658,2506.798,2506.948,291810.0003
22.08.2024 08:00:00.000,2506.935,2507.365,2504.315,2504.355,354759.99869999994
22.08.2024 08:15:00.000,2504.365,2505.095,2502.395,2503.855,300359.9988
22.08.2024 08:30:00.000,2503.925,2504.565,2502.355,2503.635,297719.99830000004
22.08.2024 08:45:00.000,2503.645,2504.145,2502.535,2503.555,259409.9985
22.08.2024 09:00:00.000,2503.555,2504.085,2501.015,2501.545,486650.00310000003
22.08.2024 09:15:00.000,2501.595,2505.545,2501.495,2505.025,395600.0023
22.08.2024 09:30:00.000,2504.985,2507.965,2504.395,2507.285,331530.0003
22.08.2024 09:45:00.000,2507.305,2507.455,2505.415,2507.165,414489.9985
22.08.2024 10:00:00.000,2507.218,2508.385,2506.428,2506.725,705600.0037
22.08.2024 10:15:00.000,2506.665,2508.558,2506.035,2507.668,623420.0001
22.08.2024 10:30:00.000,2507.685,2509.008,2506.985,2507.775,627439.9971
22.08.2024 10:45:00.000,2507.775,2507.868,2505.114,2505.208,619909.9978
22.08.2024 11:00:00.000,2505.164,2505.875,2503.485,2504.315,519940.0001
22.08.2024 11:15:00.000,2504.335,2505.885,2503.235,2504.088,495830.00020000007
22.08.2024 11:30:00.000,2504.085,2504.178,2497.895,2501.715,1086500.0114
22.08.2024 11:45:00.000,2501.715,2502.305,2499.395,2499.395,1160640.0050000001
22.08.2024 12:00:00.000,2499.465,2501.194,2496.055,2497.295,759429.9911999999
22.08.2024 12:15:00.000,2497.305,2499.735,2497.045,2497.785,886489.9911999999
22.08.2024 12:30:00.000,2497.845,2504.045,2495.015,2502.735,1160280.0043
22.08.2024 12:45:00.000,2502.755,2503.145,2499.405,2500.555,947399.9944000001
22.08.2024 13:00:00.000,2500.585,2501.405,2497.525,2498.595,1295070.0039
22.08.2024 13:15:00.000,2498.775,2499.005,2491.145,2492.845,1163854.9864
22.08.2024 13:30:00.000,2492.794,2492.794,2483.748,2486.705,1225219.9908000003
22.08.2024 13:45:00.000,2486.705,2490.125,2482.898,2487.478,1065219.9870000002
22.08.2024 14:00:00.000,2487.385,2487.385,2474.888,2475.454,1151009.9919999999
22.08.2024 14:15:00.000,2475.415,2478.605,2470.705,2477.725,1202879.0117
22.08.2024 14:30:00.000,2477.678,2478.225,2471.485,2476.425,1209949.9999
22.08.2024 14:45:00.000,2476.465,2481.435,2476.185,2479.928,1603379.9984999998
22.08.2024 15:00:00.000,2479.844,2483.985,2476.805,2477.585,828849.9937
22.08.2024 15:15:00.000,2477.595,2480.145,2476.275,2477.335,646020.0063
22.08.2024 15:30:00.000,2477.355,2480.985,2474.865,2480.715,668350.0001
22.08.2024 15:45:00.000,2480.695,2483.015,2479.995,2481.768,1425679.9815999998
22.08.2024 16:00:00.000,2481.798,2484.385,2481.225,2483.495,741360.0013
22.08.2024 16:15:00.000,2483.475,2485.755,2483.115,2483.775,627329.9996000001
22.08.2024 16:30:00.000,2483.765,2485.335,2482.325,2484.505,533100.0013
22.08.2024 16:45:00.000,2484.475,2485.885,2482.685,2484.208,383019.9987
22.08.2024 17:00:00.000,2484.145,2484.315,2481.715,2482.198,405459.9961
22.08.2024 17:15:00.000,2482.185,2482.845,2479.585,2480.745,321830.0015000001
22.08.2024 17:30:00.000,2480.845,2483.465,2480.825,2481.945,246629.99980000002
22.08.2024 17:45:00.000,2482.015,2483.055,2481.215,2482.185,262040.00039999996
22.08.2024 18:00:00.000,2482.185,2483.415,2481.385,2483.145,278200
22.08.2024 18:15:00.000,2483.148,2484.685,2483.045,2483.888,429160.0007000001
22.08.2024 18:30:00.000,2483.888,2484.128,2480.255,2481.025,432619.99899999995
22.08.2024 18:45:00.000,2481.048,2483.375,2481.028,2482.178,227329.9983
22.08.2024 19:00:00.000,2482.095,2482.708,2480.928,2481.918,347450.004
22.08.2024 19:15:00.000,2481.928,2482.275,2478.455,2478.545,242680.00119999994
22.08.2024 19:30:00.000,2478.545,2482.138,2478.425,2482.055,288949.997
22.08.2024 19:45:00.000,2482.155,2483.368,2481.955,2482.795,766470.0002000001
22.08.2024 20:00:00.000,2482.868,2484.745,2482.348,2484.645,264350.00330000004
22.08.2024 20:15:00.000,2484.635,2484.728,2482.928,2484.055,209670.0015
22.08.2024 20:30:00.000,2483.988,2484.438,2483.505,2483.755,136339.9998
22.08.2024 20:45:00.000,2483.755,2484.705,2483.618,2484.465,93689.99789999999
22.08.2024 22:00:00.000,2484.185,2485.124,2484.185,2484.465,95909.9998
22.08.2024 22:15:00.000,2484.504,2484.855,2484.328,2484.828,128970.0013
22.08.2024 22:30:00.000,2484.828,2485.315,2484.498,2485.115,128430.00019999997
22.08.2024 22:45:00.000,2485.115,2485.455,2484.855,2484.975,121589.99989999997
22.08.2024 23:00:00.000,2484.978,2485.835,2484.824,2485.795,129810.00230000001
22.08.2024 23:15:00.000,2485.815,2485.815,2485.125,2485.675,28950.000200000002
22.08.2024 23:30:00.000,2485.695,2486.095,2485.524,2485.858,102290
22.08.2024 23:45:00.000,2485.858,2487.525,2485.655,2487.475,101429.99949999999
23.08.2024 00:00:00.000,2487.475,2487.525,2486.355,2487.345,419359.99490000005
23.08.2024 00:15:00.000,2487.335,2488.355,2487.024,2487.735,397749.99640000006
23.08.2024 00:30:00.000,2487.728,2492.155,2487.728,2489.415,491789.99749999994
23.08.2024 00:45:00.000,2489.405,2491.245,2489.365,2489.825,665249.993
23.08.2024 01:00:00.000,2489.875,2491.295,2488.448,2489.265,1121920.0122
23.08.2024 01:15:00.000,2489.258,2491.248,2487.945,2489.585,953979.9875
23.08.2024 01:30:00.000,2489.545,2489.775,2488.155,2488.695,544570.0045
23.08.2024 01:45:00.000,2488.675,2490.755,2487.755,2490.675,868019.9942
23.08.2024 02:00:00.000,2490.715,2491.448,2488.205,2488.675,675060.0058999999
23.08.2024 02:15:00.000,2488.665,2489.415,2488.105,2488.705,172050.00000000003
23.08.2024 02:30:00.000,2488.765,2488.935,2486.565,2488.015,249480.0016
23.08.2024 02:45:00.000,2487.975,2489.935,2486.925,2489.815,372959.99860000005
23.08.2024 03:00:00.000,2489.815,2491.505,2489.315,2490.285,511780.0088
23.08.2024 03:15:00.000,2490.365,2492.985,2490.185,2492.975,430979.9949
23.08.2024 03:30:00.000,2492.995,2493.618,2491.165,2492.655,392969.99760000006
23.08.2024 03:45:00.000,2492.635,2493.445,2492.195,2493.075,278309.9945
23.08.2024 04:00:00.000,2493.095,2494.385,2493.015,2493.218,171420.0003
23.08.2024 04:15:00.000,2493.218,2493.825,2492.615,2492.758,269099.9992
23.08.2024 04:30:00.000,2492.755,2493.458,2492.415,2493.115,254520.0018
23.08.2024 04:45:00.000,2493.115,2493.595,2492.928,2493.245,179189.9996
23.08.2024 05:00:00.000,2493.245,2495.245,2493.195,2494.355,314780.00140000007
23.08.2024 05:15:00.000,2494.355,2495.558,2494.175,2494.675,418109.9989
23.08.2024 05:30:00.000,2494.655,2495.665,2492.165,2492.585,436510.00600000005
23.08.2024 05:45:00.000,2492.585,2493.635,2490.985,2491.768,515129.99640000006
23.08.2024 06:00:00.000,2491.785,2492.765,2490.465,2491.895,656379.9959
23.08.2024 06:15:00.000,2491.935,2494.485,2491.795,2494.475,470080.0069000001
23.08.2024 06:30:00.000,2494.425,2494.475,2491.435,2492.775,475770.0059
23.08.2024 06:45:00.000,2492.755,2493.805,2492.135,2492.805,454229.9957
23.08.2024 07:00:00.000,2492.865,2493.725,2491.875,2493.325,434070.00400000013
23.08.2024 07:15:00.000,2493.345,2493.565,2491.628,2491.755,972880.0114
23.08.2024 07:30:00.000,2491.755,2493.985,2491.555,2492.295,673229.9943
23.08.2024 07:45:00.000,2492.275,2493.995,2491.585,2493.335,792310.0011999999
23.08.2024 08:00:00.000,2493.275,2496.345,2492.935,2495.555,684650.0058000002
23.08.2024 08:15:00.000,2495.555,2497.438,2494.755,2496.428,628560.0011
23.08.2024 08:30:00.000,2496.428,2498.295,2496.345,2497.785,487379.99979999993
23.08.2024 08:45:00.000,2497.805,2499.855,2497.805,2498.845,503910.0031
23.08.2024 09:00:00.000,2498.865,2499.575,2496.855,2499.228,497759.9980000001
23.08.2024 09:15:00.000,2499.305,2501.545,2499.285,2501.115,581729.9988
23.08.2024 09:30:00.000,2501.055,2501.725,2499.818,2499.925,588129.9955
23.08.2024 09:45:00.000,2499.925,2500.705,2498.275,2498.785,576159.9961000001
23.08.2024 10:00:00.000,2498.785,2499.095,2496.175,2497.435,362030.00350000005
23.08.2024 10:15:00.000,2497.435,2498.425,2496.145,2496.205,276589.9997
23.08.2024 10:30:00.000,2496.055,2498.175,2495.515,2498.175,282299.9973
23.08.2024 10:45:00.000,2498.145,2499.128,2497.215,2498.885,787500.0069
23.08.2024 11:00:00.000,2498.915,2499.928,2497.285,2499.235,765070.0045
23.08.2024 11:15:00.000,2499.235,2500.425,2498.425,2499.545,751239.9996
23.08.2024 11:30:00.000,2499.545,2499.545,2497.808,2499.245,809790.0153000002
23.08.2024 11:45:00.000,2499.258,2502.355,2498.898,2501.495,536069.9946999999
23.08.2024 12:00:00.000,2501.495,2502.228,2500.135,2500.525,523130.0072
23.08.2024 12:15:00.000,2500.495,2501.295,2498.275,2500.265,795319.9948000001
23.08.2024 12:30:00.000,2500.205,2501.388,2498.755,2500.715,1359600.0037000002
23.08.2024 12:45:00.000,2500.705,2501.898,2500.008,2501.198,443839.99970000004
23.08.2024 13:00:00.000,2501.145,2501.775,2498.805,2500.495,737960.011
23.08.2024 13:15:00.000,2500.515,2503.765,2499.078,2500.088,1484470.0135000001
23.08.2024 13:30:00.000,2500.055,2500.125,2494.955,2496.685,1169610.0196
23.08.2024 13:45:00.000,2496.665,2498.768,2494.315,2498.325,1573709.9869000001
23.08.2024 14:00:00.000,2497.878,2517.725,2497.364,2516.915,2427629.9774
23.08.2024 14:15:00.000,2516.915,2517.735,2504.330,2513.995,2226330.0122
23.08.2024 14:30:00.000,2513.964,2516.548,2508.535,2510.645,1542959.9880000001
23.08.2024 14:45:00.000,2510.605,2512.775,2503.295,2509.055,2208559.9599999995
23.08.2024 15:00:00.000,2509.115,2516.355,2507.854,2515.848,2535700.0231999997
23.08.2024 15:15:00.000,2515.848,2518.195,2513.398,2516.725,2405050.0021
23.08.2024 15:30:00.000,2516.695,2517.615,2514.465,2515.295,1269420.0052
23.08.2024 15:45:00.000,2515.325,2515.385,2508.408,2509.678,1438949.9985000002
23.08.2024 16:00:00.000,2509.678,2510.004,2505.535,2506.645,1087259.9893
23.08.2024 16:15:00.000,2506.718,2508.235,2505.245,2507.335,1412069.9988000002
23.08.2024 16:30:00.000,2507.445,2510.368,2501.668,2503.425,1126103.9971999999
23.08.2024 16:45:00.000,2503.425,2510.355,2503.245,2510.195,711989.997
23.08.2024 17:00:00.000,2510.195,2512.175,2509.445,2511.308,832649.9983
23.08.2024 17:15:00.000,2511.225,2512.215,2509.748,2510.375,953019.9951
23.08.2024 17:30:00.000,2510.535,2512.888,2509.915,2512.888,637230.0089
23.08.2024 17:45:00.000,2512.868,2513.105,2509.695,2510.758,401269.99669999996
23.08.2024 18:00:00.000,2510.785,2511.148,2508.908,2510.385,780449.9995
23.08.2024 18:15:00.000,2510.465,2511.718,2509.385,2510.975,778890.0007
23.08.2024 18:30:00.000,2510.975,2511.048,2509.675,2509.978,580039.9984
23.08.2024 18:45:00.000,2509.968,2511.145,2509.424,2509.678,422319.99890000006
23.08.2024 19:00:00.000,2509.605,2512.025,2507.795,2511.605,471829.9957
23.08.2024 19:15:00.000,2511.605,2512.638,2510.065,2511.508,463379.9995
23.08.2024 19:30:00.000,2511.528,2511.528,2509.885,2510.188,382069.9995
23.08.2024 19:45:00.000,2510.218,2511.535,2509.478,2510.698,524400.0051000001
23.08.2024 20:00:00.000,2510.708,2510.978,2509.448,2510.938,247229.99899999998
23.08.2024 20:15:00.000,2510.938,2511.418,2510.575,2510.865,193989.9997
23.08.2024 20:30:00.000,2510.855,2512.148,2510.645,2510.775,179330.00070000003
23.08.2024 20:45:00.000,2510.725,2512.575,2510.298,2512.235,211679.9998
25.08.2024 22:00:00.000,2511.275,2514.365,2510.105,2514.075,284160
25.08.2024 22:15:00.000,2514.065,2514.065,2511.975,2512.005,131590.00059999997
25.08.2024 22:30:00.000,2512.015,2513.305,2510.845,2512.905,201779.9998
25.08.2024 22:45:00.000,2512.905,2513.365,2512.005,2512.725,110789.9999
25.08.2024 23:00:00.000,2512.745,2515.645,2512.685,2514.855,591269.9940000001
25.08.2024 23:15:00.000,2514.845,2516.585,2514.245,2515.705,342990.0046
25.08.2024 23:30:00.000,2515.685,2515.825,2513.675,2514.275,332669.9986
25.08.2024 23:45:00.000,2514.285,2515.835,2513.715,2515.785,160080.0006
26.08.2024 00:00:00.000,2515.795,2516.015,2514.098,2514.665,413460.0023
26.08.2024 00:15:00.000,2514.645,2516.248,2513.855,2515.928,377549.9984
26.08.2024 00:30:00.000,2516.095,2516.845,2514.485,2515.085,601399.9955
26.08.2024 00:45:00.000,2515.115,2515.235,2512.285,2513.585,679240.0032
26.08.2024 01:00:00.000,2513.525,2515.324,2512.328,2513.415,1440680.0047
26.08.2024 01:15:00.000,2513.445,2515.278,2513.445,2514.528,959659.9898999999
26.08.2024 01:30:00.000,2514.528,2514.704,2510.445,2511.745,885270.0088000002
26.08.2024 01:45:00.000,2511.745,2513.855,2511.355,2513.185,576669.9983999999
26.08.2024 02:00:00.000,2513.185,2514.885,2512.705,2514.565,813939.9981000001
26.08.2024 02:15:00.000,2514.565,2515.178,2513.815,2514.805,570379.9949
26.08.2024 02:30:00.000,2514.805,2514.805,2512.665,2512.875,449690.00479999994
26.08.2024 02:45:00.000,2512.895,2513.485,2511.625,2511.825,372119.9977
26.08.2024 03:00:00.000,2511.805,2512.805,2510.305,2510.895,343380.00029999996
26.08.2024 03:15:00.000,2510.915,2511.895,2510.785,2511.455,302840
26.08.2024 03:30:00.000,2511.495,2511.628,2509.505,2510.925,260230.00110000002
26.08.2024 03:45:00.000,2510.925,2511.385,2509.205,2509.745,245679.9988
26.08.2024 04:00:00.000,2509.725,2510.635,2509.665,2510.225,279000.00009999995
26.08.2024 04:15:00.000,2510.185,2510.725,2509.625,2510.315,325260.0013
26.08.2024 04:30:00.000,2510.335,2510.345,2508.985,2509.415,610030.0029000001
26.08.2024 04:45:00.000,2509.415,2510.105,2508.775,2509.518,626050.004
26.08.2024 05:00:00.000,2509.465,2510.865,2508.585,2510.218,449520.0040000001
26.08.2024 05:15:00.000,2510.228,2511.085,2509.635,2510.105,276490.00320000004
26.08.2024 05:30:00.000,2510.085,2511.145,2508.985,2510.615,636139.9928
26.08.2024 05:45:00.000,2510.605,2510.785,2509.435,2510.358,1035329.9825999999
26.08.2024 06:00:00.000,2510.335,2511.205,2509.715,2509.975,909349.9986
26.08.2024 06:15:00.000,2509.985,2513.645,2509.705,2513.605,718359.9937000001
26.08.2024 06:30:00.000,2513.585,2514.625,2512.688,2513.415,1276399.9943
26.08.2024 06:45:00.000,2513.365,2515.265,2513.335,2514.965,642090.0077
26.08.2024 07:00:00.000,2514.955,2517.635,2514.098,2517.565,676560.0033
26.08.2024 07:15:00.000,2517.565,2518.775,2515.395,2517.945,1235620.0068
26.08.2024 07:30:00.000,2517.955,2521.715,2517.755,2520.405,841530.0100000001
26.08.2024 07:45:00.000,2520.395,2521.385,2518.998,2521.305,915880.0004
26.08.2024 08:00:00.000,2521.305,2525.025,2520.585,2524.065,1101299.9880000001
26.08.2024 08:15:00.000,2524.055,2524.805,2522.428,2523.545,958930.0005999999
26.08.2024 08:30:00.000,2523.535,2525.375,2522.424,2525.075,778739.9983
26.08.2024 08:45:00.000,2525.075,2525.658,2523.898,2524.135,728269.9979
26.08.2024 09:00:00.000,2524.195,2525.185,2523.265,2524.695,512760.0023
26.08.2024 09:15:00.000,2524.695,2525.375,2523.478,2524.935,847280.005
26.08.2024 09:30:00.000,2524.955,2525.425,2524.065,2524.965,798409.9872999999
26.08.2024 09:45:00.000,2525.005,2525.525,2523.765,2524.895,717630.01
26.08.2024 10:00:00.000,2524.915,2525.215,2522.478,2523.625,944150.0103000001
26.08.2024 10:15:00.000,2523.665,2526.555,2523.625,2525.095,532970.0059
26.08.2024 10:30:00.000,2525.125,2525.215,2522.425,2523.835,529859.9974
26.08.2024 10:45:00.000,2523.895,2525.388,2522.875,2524.818,517770.0063
26.08.2024 11:00:00.000,2524.795,2525.118,2523.475,2524.575,1034200.0035000001
26.08.2024 11:15:00.000,2524.575,2525.088,2520.828,2521.235,860460.0068
26.08.2024 11:30:00.000,2521.265,2523.345,2520.795,2523.285,1363299.9917000001
26.08.2024 11:45:00.000,2523.285,2526.708,2523.005,2526.425,984419.9922
26.08.2024 12:00:00.000,2526.425,2526.648,2525.085,2526.345,1090260.0027
26.08.2024 12:15:00.000,2526.385,2526.608,2523.185,2524.305,1042900.0100000001
26.08.2024 12:30:00.000,2524.285,2526.424,2522.298,2525.385,1135449.9999000002
26.08.2024 12:45:00.000,2525.405,2526.305,2523.665,2523.758,2034180.0005
26.08.2024 13:00:00.000,2523.758,2526.265,2520.808,2525.215,2031750.001
26.08.2024 13:15:00.000,2525.185,2526.305,2523.585,2525.395,1555019.9858000001
26.08.2024 13:30:00.000,2525.425,2526.235,2522.655,2523.545,1892590.0084
26.08.2024 13:45:00.000,2523.545,2523.705,2515.325,2515.775,1707909.9900000005
26.08.2024 14:00:00.000,2515.775,2517.815,2510.548,2514.795,2385550.0143999998
26.08.2024 14:15:00.000,2514.785,2517.755,2514.635,2517.035,1791570.0228000004
26.08.2024 14:30:00.000,2517.035,2518.604,2515.725,2517.745,1686859.9653999996
26.08.2024 14:45:00.000,2517.765,2518.868,2515.725,2516.835,904860.0009999999
26.08.2024 15:00:00.000,2516.805,2516.805,2512.165,2513.875,1320739.9995000002
26.08.2024 15:15:00.000,2513.875,2514.085,2511.265,2512.115,1706610.0015999998
26.08.2024 15:30:00.000,2512.155,2514.895,2511.558,2514.195,768830.0068999998
26.08.2024 15:45:00.000,2514.115,2517.288,2514.115,2515.748,918450.0053999999
26.08.2024 16:00:00.000,2515.705,2516.745,2513.465,2514.305,913770.0088999998
26.08.2024 16:15:00.000,2514.258,2515.845,2513.895,2514.745,364500.00289999996
26.08.2024 16:30:00.000,2514.775,2517.055,2514.555,2517.045,342399.9976
26.08.2024 16:45:00.000,2517.058,2520.295,2516.455,2520.155,547979.9992
26.08.2024 17:00:00.000,2520.155,2523.255,2519.845,2521.665,581680.0055000001
26.08.2024 17:15:00.000,2521.625,2521.865,2518.795,2519.165,364370.00159999996
26.08.2024 17:30:00.000,2519.155,2519.385,2517.655,2517.775,313900.00129999995
26.08.2024 17:45:00.000,2517.725,2518.355,2516.395,2517.965,322930.0027
26.08.2024 18:00:00.000,2517.985,2519.445,2517.485,2518.515,372839.99749999994
26.08.2024 18:15:00.000,2518.495,2518.515,2516.075,2516.105,312650.0017000001
26.08.2024 18:30:00.000,2516.085,2516.705,2515.465,2516.655,283309.99909999996
26.08.2024 18:45:00.000,2516.655,2517.235,2515.888,2516.775,242970.00110000002
26.08.2024 19:00:00.000,2516.795,2520.635,2516.735,2519.935,693269.9996999999
26.08.2024 19:15:00.000,2519.935,2520.765,2519.185,2519.578,491009.9991999999
26.08.2024 19:30:00.000,2519.588,2520.855,2519.185,2519.268,562150.0014
26.08.2024 19:45:00.000,2519.328,2519.425,2517.615,2518.048,473009.99619999994
26.08.2024 20:00:00.000,2518.078,2518.678,2517.348,2518.298,265999.9997
26.08.2024 20:15:00.000,2518.298,2518.738,2517.745,2518.718,147970.00079999998
26.08.2024 20:30:00.000,2518.718,2518.958,2517.768,2517.828,106730.0004
26.08.2024 20:45:00.000,2517.805,2518.255,2517.498,2517.835,148439.9989
26.08.2024 22:00:00.000,2517.438,2518.395,2516.915,2517.465,117809.99869999998
26.08.2024 22:15:00.000,2517.455,2517.605,2517.155,2517.275,38999.9998
26.08.2024 22:30:00.000,2517.295,2517.515,2516.905,2516.945,61139.9997
26.08.2024 22:45:00.000,2516.905,2517.195,2516.895,2517.155,59519.999899999995
26.08.2024 23:00:00.000,2517.155,2517.425,2516.845,2517.345,142410
26.08.2024 23:15:00.000,2517.355,2517.555,2517.208,2517.275,142739.9967
26.08.2024 23:30:00.000,2517.255,2517.345,2515.835,2516.175,52079.999500000005
26.08.2024 23:45:00.000,2516.175,2516.665,2515.335,2515.335,101789.99819999999